lineage,Kingdom,Phylum,Class,Order,Family,Genus,Species,Lasker18Sc122_3_D0052,Lasker18Sc122_5_D0053,Lasker18Sc122_17_D0057,Lasker18Sc122_19_D0058,Lasker18Sc123_3_D0063,Lasker18Sc123_5_D0064,Lasker18Sc123_17_D0068,Lasker18Sc123_19_D0069,Lasker18Sc124_3_D0073,Lasker18Sc124_5_D0074,Lasker18Sc124_17_D0078,Lasker18Sc124_19_D0079,Lasker18Sc126_3_D0085,Lasker18Sc126_5_D0086,Lasker18Sc126_17_D0090,Lasker18Sc127_3_D0095,Lasker18Sc127_5_D0096,Lasker18Sc127_17_D0100,Lasker18Sc127_19_D0101,Lasker18Sc128_3_D0105,Lasker18Sc128_7_D0107,Lasker18Sc128_16_D0110,Lasker18Sc128_19_D0111,Lasker18Sc129_3_D0116,Lasker18Sc129_5_D0117,Lasker18Sc129_17_D0121,Lasker18Sc129_19_D0122,Lasker18Sc130_3_D0127,Lasker18Sc130_5_D0128,Lasker18Sc130_17_D0132,Lasker18Sc130_19_D0133,Lasker18Sc132_3_D0137,Lasker18Sc132_5_D0138,Lasker18Sc132_17_D0142,Lasker18Sc132_19_D0143,Lasker18Sc133_3_D0147,Lasker18Sc133_5_D0148,Lasker18Sc133_17_D0152,Lasker18Sc133_19_D0153,Lasker18Sc134_3_D0158,Lasker18Sc134_5_D0159,Lasker18Sc134_17_D0163,Lasker18Sc134_19_D0164,Lasker18Sc135_17_D0173,Lasker18Sc135_19_D0174,Lasker18Sc158_3_D0270,Lasker18Sc158_5_D0271,Lasker18Sc158_17_D0275,Lasker18Sc158_19_D0276
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Metridinidae;Metridia;unassigned,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,unassigned,47,6,3,4,14111,42,26,7,476,5,16,28,26205,24438,40,20921,25,8,1,13,18,21,6,2226,2,3,0,4,38,24,2,23,19,1,17,27,51782,16289,5,61,11905,13,19,13882,10934,182,40,7,13
Eukaryota;Chlorophyta;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,44,76,37816,52905,101,79,50,34,7,10,30,9,17,7,2076,0,6,54,219,19,11,2489,4386,23,42,369,280,6,8,16,2,0,0,11,12,9,0,0,1,8,5,32,21,0,0,19,7,0,1
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia australis,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia australis,0,0,25,24,0,0,4,1,11,15,3,2,1,0,6,1,0,1,0,0,0,2,5,0,0,2,7,12,8,96,28,16,6,58,40,7,0,1,1,99,37,29,19,6,0,6,151,14,9
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,1074,1035,0,0,9,6,2,0,120,240,18,3,446,253,0,549,571,0,2,7605,9779,10,1,2,34,1,9,11,8,0,0,29,54,0,0,41,39,0,0,2,6,0,1,1,0,15,1,2,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;phototrophic eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote,11,0,5,2,3,0,1,3,100,2,478,596,0,5,240,3,1,113,159,6,1,84,275,0,0,151,263,2,0,477,531,4,1,460,315,7,0,2,28,2,0,27,29,221,531,5,4,262,73
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;unassigned,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned,51,122,72,57,455,319,1472,2136,16,31,12,21,26,17,825,27,105,791,944,30,41,292,443,72,134,1207,1966,264,187,5131,4945,100,197,6037,5288,158,117,179,215,1633,992,896,922,2424,1883,273,867,5492,4118
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,7,3,5160,565,3,1,185,138,0,1,776,291,3,3,142,6,5,82,1013,1,1,5,34,2,6,179,352,11,6,3093,1841,19,14,171,55,17,28,0,2,21,13,9,3,3868,2740,21,87,2490,1563
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;unassigned,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,unassigned,22,22,5,5,79,33,59,68,8,10,1,2,6,0,12,8,7,1,3,3,3,2,7,52,50,14,8,53,47,172,40,55,95,957,1633,111,73,18,82,941,482,91,51,20,14,528,2890,1019,1466
Eukaryota;Arthropoda;Hexanauplia;Calanoida;unassigned;unassigned;unassigned,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,unassigned,5,791,1,834,2,3,8,8,4594,1972,1,2,1445,2,1,3,1148,598,1447,1,2718,0,2,705,9,318,2152,4,5,0,307,5,5,2,2,1043,626,2,1,191,3,3,3,1065,290,1171,12,1,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Pseudocalanus;s_,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,s_,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,28,0,0,0,29,808,1,0,0,1,1,1,1,2432
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,51,79,177,147,66,55,36,86,233,298,216,170,49,45,609,47,28,744,525,82,144,169,334,123,917,1057,1073,38,52,1,3,14,39,1,0,22,42,4,18,6,10,3,0,0,1,13,20,2,2
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,575,646,0,0,9,4,0,0,120,199,3,0,209,109,0,89,139,0,0,5366,7040,3,0,0,2,1,0,34,5,0,0,12,21,1,0,21,43,0,0,3,2,0,1,1,0,16,4,2,0
Eukaryota;Haptista;Haptophyta;Phaeocystales;Phaeocystaceae;Phaeocystis;unassigned,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,unassigned,1185,1462,1221,1330,6315,5432,324,245,86,100,6,16,216,106,113,233,250,18,71,34,24,74,150,1055,1972,334,336,387,325,111,50,196,175,991,827,401,346,966,805,2424,2296,4428,4723,52,61,393,777,215,130
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;unassigned;unassigned,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned,202,279,85,34,394,341,666,981,40,42,5,5,75,81,481,268,276,3152,1745,63,77,58,91,264,500,740,621,147,142,578,864,90,85,2462,2095,140,102,351,379,479,414,5731,4823,2527,1871,160,416,876,664
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,96,0,2,1,0,0,467,748,1,0,4,3,1,0,1305,0,0,3602,6139,0,3,0,0,0,1,0,429,0,0,107,4,0,0,42,485,0,0,2,1,0,0,95,80,0,0,6,0,0,0
Eukaryota;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;unassigned;unassigned,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,unassigned,4,4,0,3,1,6,4760,5,0,3,0,0,2,7,0,4,7,0,0,0,0,3,1,10,0,0,1,29,24,1,1,23,15,0,0,1,0,3,4,2,2,0,0,1,8,14,14,4681,8261
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Minidiscus;unassigned,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,unassigned,10,22,7,0,115,106,16,13,2,1,4,1,17,17,9,17,21,11,16,0,4,7,8,1,10,5,8,177,157,54,63,183,140,3520,2676,885,565,23218,34084,3380,2358,3906,4296,160,158,917,1578,10658,6444
Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;unassigned;unassigned;unassigned,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,unassigned,unassigned,unassigned,335,594,182,567,351,289,509,10,24,1,1,44,203,108,3,126,156,0,4,1368,760,55,8,250,6028,29,16,5754,5691,12,1,906,899,1,0,1128,173,5,0,46,31,3,10,0,0,534,765,34,14
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,157,53,383,714,435,285,9,14,154,210,4079,4729,50,85,430,60,68,250,625,106,109,1559,2687,317,321,819,886,250,293,60,35,173,126,45,21,210,183,14,9,177,155,42,46,88,73,359,556,136,66
Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;unassigned;unassigned;unassigned,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,unassigned,unassigned,unassigned,60,256,118,38,127,105,58,1494,16,19,12,21,42,89,0,22,229,0,1,177,200,3,4,507,1050,3587,29,9,13,0,0,8,6,0,0,28,5,0,0,0,3,0,0,0,0,3,2,0,1
Eukaryota;Bacillariophyta;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned,0,2,0,72,6,2,42,38,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,10,38,7,0,0,2,73,8,0,50,118,84,10,83,5,7,12,21,76,90,17,11,0,6,110,121
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;unassigned,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unassigned,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia fraudulenta,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia fraudulenta,0,0,2,0,2,11,8,7,32,16,9,6,2,3,20,0,4,9,70,5,6,25,67,22,59,45,53,14,13,31,7,7,12,38,19,4,1,0,0,13,5,8,6,1,2,11,21,12,16
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine picoeukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,8,5,64,64,195,250,4,1,1,2,5,13,0,0,0,0,2,1,0,4,0,1,0,4,1,3,3,267,354,119,186,83,80,653,551,593,461,1089,1947,978,1078,1370,1925,306,271,2941,2552,1003,500
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,207,373,0,4,2201,2228,4,2,165,328,4,1,1981,1279,5,1379,1586,1,2,920,1099,1,3,496,638,0,4,824,779,6,0,876,698,0,2,1642,1418,2,2,120,67,2,5,4,3,719,589,1,1
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;Hemidiscaceae;Actinocyclus;Actinocyclus curvatulus,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,293,304,0,4,344,308,0,3,4,0,57,26,0,0,75,121,74,366,1619,1317
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,15,0,0,0,13,9,0,0,30,162,0,0,10,0,0,38,6,0,0,37,73,0,0,0,0,0,0,0,6,0,0,15,50,0,0,33,27,0,0,0,0,0,0,1,0,0,6,0,0
Eukaryota;unknown;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium crassipes,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium crassipes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,0,0,8,3,0,1,104,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1356,0
Eukaryota;Arthropoda;Hexanauplia;Poecilostomatoida;unassigned;unassigned;unassigned,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,unassigned,unassigned,unassigned,1,6,2167,726,2,0,490,410,1,2,0,0,0,0,472,0,0,369,92,0,0,1,67,3,335,1124,0,0,1,0,258,0,0,0,0,0,0,0,0,737,2,0,0,0,41,0,0,0,227
Eukaryota;Arthropoda;Hexanauplia;Calanoida;unassigned;unassigned;unassigned,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,unassigned,5,12,4,4,9,2,174,53,3,1,454,0,1,3,164,2,472,922,149,3,0,19,2,1295,2923,2687,667,5,0,50,232,8,0,4,1,0,9,300,142,10318,2156,9,0,692,522,4,370,442,305
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,3,5,810,1132,13,7,0,1,4,2,851,690,5,4,213,3,0,5,26,3,4,729,1287,20,51,235,232,48,50,2,1,16,37,113,117,42,28,19,35,162,96,364,181,1,0,71,103,7,7
Eukaryota;Ctenophora;Tentaculata;Cydippida;Pleurobrachiidae;Pleurobrachia;unassigned,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,unassigned,78,72,133,148,34,7,0,0,11,2,1,5,0,0,0,2,20,0,7,0,4,0,0,4,16,7,74,32,51,2,0,6,3,0,0,3,1496,216,8,87,52,50,6,6,0,13,11,0,5
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,3,486,602,15,15,7,4,0,0,119,125,2,0,176,0,0,1,32,0,1,308,573,2,8,145,125,53,66,8,0,13,29,224,221,40,36,46,71,216,177,1047,435,0,3,65,124,12,13
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,272,844,0,0,26,13,0,1,307,295,0,0,35,16,0,26,24,0,0,17,15,0,0,28,28,0,0,446,299,2,2,522,350,0,0,670,703,0,1,40,26,0,4,0,0,141,149,0,0
Eukaryota;unknown;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium rubrum,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium rubrum,4,4,0,1,4,2,3,9,0,2,70,50,1,13,27,7,0,55,38,3,20,15,25,121,6,55,28,7,44,897,745,39,10,640,209,266,35,52,170,686,1425,179,206,6903,4685,96,29,370,189
Eukaryota;unknown;Dinophyceae;Peridiniales;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned,25,12,56,68,31,25,72,185,67,155,159,153,10,19,671,23,23,606,898,40,34,133,216,28,188,121,153,37,53,149,213,36,61,266,236,92,114,257,477,141,102,247,342,691,410,83,142,692,362
Eukaryota;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;unassigned,Eukaryota,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,unassigned,217,38,6890,6215,20,7,473,422,1,0,5,20,2,1,0,7,4,54,5,1,0,94,2,5,11,196,260,0,0,0,0,0,0,1,3,1,0,0,0,0,0,3,0,0,1,0,0,0,0
Eukaryota;Ciliophora;Spirotrichea;unassigned;unassigned;unassigned;unassigned,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned,21,20,149,111,30,32,30,35,8,39,204,209,8,5,109,40,22,24,71,45,43,454,599,32,70,143,87,19,21,40,9,21,32,115,113,38,22,13,16,10,4,121,197,2,6,13,26,20,23
Eukaryota;unknown;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium rubrum,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium rubrum,4,3,910,489,0,18,15,3,45,10,17,27,12,14,1833,1,1219,2455,4023,0,0,504,807,1,15,1889,2979,35,38,1153,350,8,49,425,576,99,2,34,16,9,100,90,21,243,209,7,19,176,17
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,58,28,621,531,76,59,9,21,51,75,393,408,68,64,93,45,74,42,138,71,65,113,212,33,65,151,218,83,119,115,35,100,116,11,11,74,63,0,0,31,7,2,1,346,236,105,153,167,103
Eukaryota;unknown;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Alexandrium;unassigned,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,unassigned,0,0,2,2,0,2,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,188,764,4,191,32,168,0,33,0,0,0,1,12,0,488,110,0,0,830,327
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,1,4,1,0,7,65,466,0,2,0,0,1,0,299,0,0,208,468,1,8,106,277,0,0,188,1135,1,7,301,677,1,5,3785,5116,5,536,138,410,112,62,611,646,1399,1278,258,1191,14137,3481
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;unassigned;unassigned;unassigned,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,unassigned,3,13,29,18,62,112,263,332,2,0,19,36,9,27,1866,40,31,2393,3066,11,19,181,287,46,64,833,738,79,56,783,663,232,46,941,786,34,29,23,48,199,181,220,247,432,508,64,413,2024,1388
Eukaryota;unknown;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Alexandrium;unassigned,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,unassigned,0,4,0,0,0,0,14,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,139,714,4,162,34,138,0,33,0,2,0,1,10,0,488,81,0,0,735,342
Eukaryota;Arthropoda;Malacostraca;Decapoda;unassigned;unassigned;unassigned,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,3,3,19
Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;unassigned;unassigned;unassigned,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,unassigned,unassigned,unassigned,200,13,54,12,20,2,0,0,23,54,0,2,0,3,0,1,7,15,5,58,87,3,5,5,4,0,0,63,44,1,0,25,60,0,0,21,14,0,3,25,0,1,4,3,19,30,25,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,6,13,0,0,5,0,0,0,10,11,0,0,2,0,0,0,2,0,0,4,1,0,0,1,1,1,0,14,20,112,29,6,12,75,54,88,53,15,16,585,439,7,0,35,28,227,211,14,14
Eukaryota;unknown;Dinophyceae;unknown;unknown;unknown;Dinophyceae sp. UDMS0803,Eukaryota,unknown,Dinophyceae,unknown,unknown,unknown,Dinophyceae sp. UDMS0803,22,32,35,40,25,26,8,6,87,144,105,89,8,13,24,11,2,3,20,30,22,65,86,22,29,71,62,476,321,15,2,285,239,212,263,172,126,55,45,10,12,80,101,5,1,131,137,44,33
unassigned;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,679,1204,0,11,6455,5596,13,1,146,278,5,3,2690,1587,6,1305,1528,2,1,301,483,1,0,69,88,0,0,1534,1270,1,3,785,700,2,1,1072,1150,1,3,160,113,4,3,4,0,504,427,2,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,15,24,223,87,5,1,0,2,18,24,21,20,40,26,162,24,18,241,135,63,99,77,278,173,684,222,161,0,1,7,66,2,1,27,80,12,9,0,3,13,25,3,0,330,226,93,327,793,528
Eukaryota;Euglenozoa;unknown;Diplonemea;unknown;g_;s_,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_,161,146,0,0,878,831,3,3,264,368,4,9,299,191,4,220,290,0,2,393,541,0,0,16,15,0,5,1680,1142,0,0,1312,840,0,0,1478,1283,2,6,37,8,3,2,2,0,1789,1255,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,10,4,42,18,227,239,15,22,0,0,1,0,1,0,0,0,0,0,2,2,3,2,6,8,7,0,1,35,49,31,42,36,25,295,306,53,35,47,80,88,69,919,960,140,71,194,203,342,161
Eukaryota;Bacillariophyta;Mediophyceae;Cymatosirales;Cymatosiraceae;Minutocellus;Minutocellus polymorphus,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus,2,14,11,5,63,68,199,346,1,3,0,0,17,20,24,15,22,20,11,7,8,21,30,5,5,42,78,40,34,26,30,29,12,792,741,33,56,2670,4379,109,79,924,1250,79,64,57,78,595,354
